name:,Fullness Factor:,ND Rating:,Weight loss:,Optimum health:,Weight gain:,carbs ratio:,fats ratio:,protein ratio:,GLYCEMIC_LOAD:,Completeness Score:,Amino Acid Score:,Calories:,Calories From Carbohydrate:,Calories From Fat:,Calories From Protein:,Calories From Alcohol:,Dietary Fiber:,Starch:,Sugars:,Sucrose:,Glucose:,Fructose:,Lactose:,Maltose:,Galactose:,Total Fat:,Saturated Fat:,4:00,6:00,8:00,10:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,22:00,24:00:00,Monounsaturated Fat:,14:01,15:01,16:1 undifferentiated:,16:1 c:,16:1 t:,17:01,18:1 undifferentiated:,18:1 c:,18:1 t:,20:01,22:1 undifferentiated:,22:1 c:,22:1 t:,24:1 c:,Polyunsaturated Fat:,16:2 undifferentiated:,18:2 undifferentiated:,"18:2 n-6 c,c:","18:2 c,t:","18:2 t,c:","18:2 t,t:",18:2 i:,18:2 t not further defined:,18:03,"18:3 n-3, c,c,c:","18:3 n-6, c,c,c:",18:4 undifferentiated:,"20:2 n-6 c,c:",20:3 undifferentiated:,20:3 n-3:,20:3 n-6:,20:4 undifferentiated:,20:4 n-3:,20:4 n-6:,20:5 n-3:,22:02,22:5 n-3:,22:6 n-3:,Total trans fatty acids:,Total trans-monoenoic fatty acids:,Total trans-polyenoic fatty acids:,Total Omega-3 fatty acids:,Total Omega-6 fatty acids:,Protein:,Tryptophan:,Threonine:,Isoleucine:,Leucine:,Lysine:,Methionine:,Cystine:,Phenylalanine:,Tyrosine:,Valine:,Arginine:,Histidine:,Alanine:,Aspartic acid:,Glutamic acid:,Glycine:,Proline:,Serine:,Hydroxyproline:,Vitamin A:,Retinol:,Retinol Activity Equivalent:,Alpha Carotene:,Beta Carotene:,Beta Cryptoxanthin:,Lycopene:,Lutein+Zeaxanthin:,Vitamin C:,Vitamin D:,Vitamin E (Alpha Tocopherol):,Beta Tocopherol:,Gamma Tocopherol:,Delta Tocopherol:,Vitamin K:,Thiamin:,Riboflavin:,Niacin:,Vitamin B6:,Folate:,Food Folate:,Folic Acid:,Dietary Folate Equivalents:,Vitamin B12:,Pantothenic Acid:,Choline:,Betaine:,Calcium:,Iron:,Magnesium:,Phosphorus:,Potassium:,Sodium:,Zinc:,Copper:,Manganese:,Selenium:,Fluoride:,Cholesterol:,Phytosterols:,Campesterol:,Stigmasterol:,Beta-sitosterol:,Alcohol:,Water:,Ash:,Caffeine:,Theobromine:,tag
Lima beans. immature seeds. frozen. baby. cooked. boiled. drained. with salt,2.7,4.1,42.53581268,49.68601268,37.99796573,76%,2%,22%,7.153425067,63,88,105.011795,79.4333,2.5108693,23.075703,,5.9997916,,1.3699474,,,,,,,0.29997736,0.06800502,,,,,,,1.0000149,,60.007927,,8.001201,,,,,0.017001577,,,,,,,17.000992,,,,,,,,0.14500153,,98.00385,,,,,,,46.99369,,,,,,,,,,,,,,,,,,46.99369,98.00385,6.6494603,86.99301,281.99005,428.01376,522.0055,439.01468,65.993965,81.00518,328.05237,213.99037,415.0159,444.97794,226.00134,252.00266,713.9988,856.91797,265.97626,98.98468,415.0159,,166.99059,0,8.001201,0,100.00745,0,0,0,5.800763,,0.63991547,,,,5.200476,0.07000633,0.05500144,0.7699371,0.11500275,15.999458,15.999458,0,15.999458,0,0.17700617,37.194084,,27.999046,1.9598072,56.00328,112.01594,411.03558,265.03806,0.54992384,0.19697614,0.81294703,1.7002631,,0,,,,,0,72.34436,1.2500091,0,0,1
Lima beans. immature seeds. frozen. baby. unprepared,2.5,4.7,41.74900986,56.11124645,41.74900986,77%,3%,20%,10.07853835,59,88,131.99881,101.986465,3.6827734,26.341188,0,5.9997916,,,,,,,,,0.43997213,0.10200293,0,0,0,0,0,,1.0000149,,88.99994,,11.000802,,,,,0.026000518,,,0,,,,25.996523,,,0,0,,,,0.21602646,,146.00793,,,,,,,69.98983,,,0,,,,,0,,,0,,0,0,,,,69.98983,146.00793,7.590539,100.00745,321.99683,487.9529,597.022,501.94348,74.9946,91.99397,373.99295,244.03609,474.04764,507.945,257.982,288.03247,815.0339,977.86273,304.00394,112.99172,474.04764,,188.97467,0,8.999572,,,,,,8.299678,,,,,,,0.11400097,0.07501043,1.023108,0.1599787,27.999046,27.999046,0,27.999046,0,0.18699735,,,35.00304,2.2101164,49.999485,104.00465,452.0375,51.997932,0.6299061,0.12801674,0.7020393,2.1000168,,0,,,,,0,65.466095,1.3699474,,,1
Lima beans. immature seeds. frozen. fordhook. cooked. boiled. drained. without salt,2.7,4.7,44.11304743,56.00974642,39.35521292,77%,3%,20%,7.182104456,64,88,103.00716,79.10227,2.846121,21.063587,0,5.800763,,1.3398945,1129.9453,0,209.97284,0,0,0,0.34003833,0.077997684,0,0,0,0,0,,1.0000149,,69.007515,,8.001201,,,,,0.02000271,,,0,,,,20.001848,,,0,0,,,,0.1670054,,112.99172,,,,,,,54.006813,,,0,,,,,0,,,0,,0,0,,,,54.006813,112.99172,6.0695896,79.99666,256.9894,389.94174,476.9498,400.99332,60.007927,73.98957,298.968,195.01843,378.95123,406.0486,206.03072,230.0298,651.95276,781.94977,243.0191,90.00624,378.95123,,190.00949,0,9.999676,0,114.01263,0,0,0,12.802023,,0.28999484,,,,5.099544,0.0739918,0.061004594,1.0688406,0.12198696,21.002775,21.002775,0,21.002775,0,0.1630061,36.29701,,30.00122,1.8201579,41.996197,97.00157,304.00394,69.007515,0.74007,0.17000008,0.6479954,0.6000336,7.000213,0,,,,,0,72.974556,1.3000101,0,0,1
Lima beans. immature seeds. frozen. fordhook. cooked. boiled. drained. with salt,2.7,4.3,43.18568951,51.72325613,38.55953814,77%,3%,20%,7.182104456,62,88,103.00716,79.10227,2.846121,21.063587,,5.800763,,1.3398945,1129.9453,0,209.97284,0,0,0,0.34003833,0.076989114,,,,,,,1.0000149,,66.99792,,8.001201,,,,,0.02000271,,,,,,,20.001848,,,,,,,,0.1630061,,109.983536,,,,,,,52.992855,,,,,,,,,,,,,,,,,,52.992855,109.983536,6.0695896,79.99666,256.9894,389.94174,476.9498,400.99332,60.007927,73.98957,298.968,195.01843,378.95123,406.0486,206.03072,230.0298,651.95276,781.94977,243.0191,90.00624,378.95123,,190.00949,0,9.999676,0,114.01263,0,0,0,12.802023,,0.28999484,,,,,0.0739918,0.061004594,1.0688406,0.12198696,21.002775,21.002775,0,21.002775,0,0.1630061,36.29701,,30.00122,1.8201579,41.996197,97.00157,304.00394,288.95923,0.74007,0.17000008,0.6479954,0.6000336,,0,,,,,0,72.974556,1.3000101,0,0,1
Lima beans. immature seeds. frozen. fordhook. unprepared,2.6,4.7,42.92347924,55.99949258,40.54457027,76%,3%,21%,7.577046234,62,88,105.99464,80.849205,2.9296358,22.210203,0,5.4994893,,1.389909,,,,,,,0.35004202,0.080996916,0,0,0,0,0,,1.0000149,,71.00893,,8.999572,,,,,0.020997066,,,0,,,,21.002775,,,0,0,,,,0.17198907,,116.00763,,,,,,,56.00328,,,0,,,,,0,,,0,,0,0,,,,56.00328,116.00763,6.4000325,83.99968,270.97827,411.9609,503.07343,422.95663,62.99049,77.992065,315.0394,206.03072,398.9376,428.01376,216.96675,243.0191,686.99927,823.98444,256.00067,94.99714,398.9376,,222.97264,0,11.000802,0,134.00685,0,0,0,19.301174,,0.7201089,,,,5.2999988,0.09200053,0.06699285,1.1869533,0.13600437,32.002308,32.002308,0,32.002308,0,0.19102572,37.602554,,23.998045,1.5100969,38.0033,73.98957,478.0235,57.998978,0.49007404,0.062008534,0.34500402,1.7002631,,0,,,,,0,72.04287,1.3699474,0,0,1
Lima beans. immature seeds. raw,2.6,5,43.2,60,40.8,73%,6%,21%,8.045413038,70,88,112.99172,82.05277,7.1986384,23.737356,0,4.9003673,,1.4798231,,,,,,,0.8600143,0.1979963,0,0,0,0,0,,1.9998937,,172.99684,,21.99718,,,,,0.050003715,,,0,,,,49.999485,,,0,0,,,,0.41895777,,282.98825,,,,,,,136.00175,,,0,,,,,0,,,0,,0,0,,,,136.00175,282.98825,6.840142,90.00624,289.9821,440.00296,538.00836,452.0375,67.99529,83.00719,337.02493,219.98453,427.0524,458.0305,232.03362,259.9786,734.94257,880.9213,274.04214,101.986465,427.0524,,209.03064,0,9.999676,0,125.9914,0,0,0,23.396675,,0.31994882,,,,5.5993333,0.21700469,0.10300037,1.4741257,0.20403095,33.994606,33.994606,0,33.994606,0,0.24697581,39.99484,,33.994606,3.1402028,57.998978,136.00175,466.9442,8.001201,0.77990705,0.3179959,1.21514,1.7997969,,0,,,,,0,70.23759,1.8899074,0,0,1
Lima beans. large. mature seeds. canned,2.9,3.6,41.55745943,42.92053056,33.23470268,76%,2%,22%,5.617702272,53,94,79.000694,60.472363,1.4229114,17.110575,,4.800629,,,,,,,,,0.17000008,0.03899381,,,,,0,,0,,27.999046,,8.001201,,,,,0.014999647,,,1.0000149,,,,12.00148,,,0,1.0000149,,,,0.0739918,,51.997932,,,,,,,23.001692,,,,,,,,,,,,,,,,,,23.001692,51.997932,4.930374,57.998978,213.03015,258.97836,424.99957,329.95474,62.006737,54.006813,283.98996,174.00005,296.00555,301.96005,151.01674,251.0331,635.0037,697.0023,208.02585,223.97768,328.05237,,0,0,0,,,,,,0,,,,,,,0.05500144,0.034002267,0.26097843,0.09099031,49.999485,49.999485,0,49.999485,0,0.25896645,,,21.002775,1.8102397,39.005146,73.98957,219.98453,336.05197,0.65008354,0.18000458,0.36301872,4.500395,,0,,,,,0,77.07056,2.9202366,,,1
Lima beans. large. mature seeds. cooked. boiled. without salt,2.7,3.8,40.81794459,45.48929431,36.49900593,73%,3%,24%,7.363807904,55,95,115.0058,84.75864,3.1808257,27.070368,0,7.000213,,2.8996646,,,,,,,0.380008,0.08900268,0,0,0,0,0,,1.0000149,,65.00506,,18.00149,,,,,0.034002267,,,1.9998937,,,,28.996819,,,0,1.9998937,,,,0.17099169,,117.999626,,,,,,,51.997932,,,0,,,,,0,,,0,,0,0,,,,51.997932,117.999626,7.8006806,91.99397,337.02493,411.03558,673.0195,523.0126,98.98468,85.992775,448.99835,275.9857,469.04892,478.0235,237.9974,398.04153,1005.89996,1104.111,329.00217,354.00314,518.99585,,0,0,0,0,0,0,0,0,0,,0.18000458,,,,1.9998937,0.16101627,0.05500144,0.42098624,0.16101627,83.00719,83.00719,0,83.00719,0,0.42193618,32.4996,,17.000992,2.3896308,43.006485,111.01292,507.945,1.9998937,0.9498652,0.23500694,0.51597387,4.500395,2.2001946,0,,,,,0,69.78777,1.150138,0,0,1
Lima beans. large. mature seeds. cooked. boiled. with salt,2.7,3.3,37.92335297,40.01355778,33.93140569,73%,3%,24%,7.363807904,55,95,115.0058,84.75864,3.1808257,27.070368,,7.000213,,2.8996646,,,,,,,0.380008,0.08900268,,,,,0,,1.0000149,,65.00506,,18.00149,,,,,0.034002267,,,1.9998937,,,,28.996819,,,0,1.9998937,,,,0.17099169,,117.999626,,,,,,,51.997932,,,,,,,,,,,,,,,,,,51.997932,117.999626,7.8006806,91.99397,337.02493,411.03558,673.0195,523.0126,98.98468,85.992775,448.99835,275.9857,469.04892,478.0235,237.9974,398.04153,1005.89996,1104.111,329.00217,354.00314,518.99585,,0,0,0,0,0,0,0,0,0,,0.18000458,,,,1.9998937,0.16101627,0.05500144,0.42098624,0.16101627,83.00719,83.00719,0,83.00719,0,0.42193618,32.4996,,17.000992,2.3896308,43.006485,111.01292,507.945,237.9974,0.9498652,0.23500694,0.51597387,4.500395,,0,,,,,0,69.78777,1.150138,,,1
Lima beans. large. mature seeds. raw,2.7,3.9,41.61557581,47.29357511,37.1975111,76%,2%,22%,26.96804626,56,95,338.00073,257.7335,5.7747297,74.46646,0,18.999727,,8.49936,,,,,,,0.6899491,0.16101627,0,0,0,0,0,,1.9998937,,117.999626,,32.002308,,,,,0.062008534,,,3.9998012,,,,51.997932,,,0,3.9998012,,,,0.30900502,,215.02397,,,,,,,94.99714,,,0,,,,,0,,,0,,0,0,,,,94.99714,215.02397,21.45973,254.03459,927.0843,1128.8569,1850.1433,1437.7719,270.97827,237.0056,1235.8926,758.9347,1291.0829,1314.9408,655.94403,1094.9277,2767.0144,3038.1472,905.88794,975.03973,1428.1055,,0,0,0,0,0,0,0,0,0,,0.7201089,,,,5.9997916,0.5069203,0.20199934,1.5370319,0.5120035,394.9846,394.9846,0,394.9846,0,1.3550555,96.69047,,81.00518,7.510488,223.97768,384.9633,1723.9043,18.00149,2.829706,0.74007,1.672081,7.2009516,,0,,,,,0,10.171399,4.299676,0,0,1
Lima beans. thin seeded (baby). mature seeds. cooked. boiled. without salt,2.7,4.2,42.6787481,50.10172677,38.12175015,75%,3%,22%,8.218031183,53,95,125.9914,94.90563,3.1808257,27.900282,,7.7010756,,,,,,,,,0.380008,0.08799642,,,,,0,,1.0000149,,65.00506,,17.000992,,,,,0.034002267,,,1.9998937,,,,27.999046,,,0,1.9998937,,,,0.16901417,,117.01818,,,,,,,51.997932,,,,,,,,,,,,,,,,,,51.997932,117.01818,8.039852,94.99714,347.02237,422.95663,694.09766,539.0463,101.986465,88.99994,463.06052,283.98996,484.04993,492.9947,246.0038,411.03558,1037.0704,1139.0563,339.9608,366.0296,535.0783,,0,0,0,,,,,,0,,,,,,,0.16101627,0.05500144,0.65998816,0.077997684,150.00142,150.00142,0,150.00142,0,0.4719599,,,28.996819,2.399635,52.992855,127.0073,400.99332,3.0001352,1.0300399,0.21498322,0.5849728,4.9003673,,0,,,,,0,67.14874,1.1198515,,,1
Lima beans. thin seeded (baby). mature seeds. cooked. boiled. with salt,2.7,3.7,40.4908687,44.79916597,36.21137953,75%,3%,22%,8.218031183,53,95,125.9914,94.90563,3.1808257,27.900282,,7.7010756,,,,,,,,,0.380008,0.08799642,,,,,0,,1.0000149,,65.00506,,17.000992,,,,,0.034002267,,,1.9998937,,,,27.999046,,,0,1.9998937,,,,0.16901417,,117.01818,,,,,,,51.997932,,,,,,,,,,,,,,,,,,51.997932,117.01818,8.039852,94.99714,347.02237,422.95663,694.09766,539.0463,101.986465,88.99994,463.06052,283.98996,484.04993,492.9947,246.0038,411.03558,1037.0704,1139.0563,339.9608,366.0296,535.0783,,0,0,0,,,,,,0,,,,,,,0.16101627,0.05500144,0.65998816,0.077997684,150.00142,150.00142,0,150.00142,0,0.4719599,,,28.996819,2.399635,52.992855,127.0073,400.99332,238.99338,1.0300399,0.21498322,0.5849728,4.9003673,,0,,,,,0,67.14874,1.1198515,,,1
Lima beans. thin seeded (baby). mature seeds. raw,3.3,3.9,47.60607266,46.62451156,30.20210901,77%,2%,21%,25.32982909,55,95,334.97418,255.67195,7.7831573,71.5585,0,20.601824,,8.321037,,,,,,,0.9299177,0.21897438,0,0,0,0,0,,3.0001352,,160.98587,,43.006485,,,,,0.08400073,,,5.9997916,,,,71.00893,,,1.0000149,5.9997916,,,,0.4200384,,292.0387,,,,,,,128.98085,,,0,,,,,0,,,0,,0,0,,,,128.98085,292.0387,20.621689,244.03609,890.88153,1085.1235,1777.895,1382.0707,260.98273,227.97006,1188.0125,729.06396,1239.8691,1263.9982,629.92456,1051.8328,2658.9622,2920.4453,871.0724,936.9643,1371.897,,0,0,0,0,0,0,0,0,0,,0.70000964,,,,5.900386,0.57397157,0.21798731,1.7117784,0.32703674,399.96414,399.96414,0,399.96414,0,1.2649668,,,81.00518,6.189718,188.00589,370.0493,1403.0955,13.000965,2.600379,0.66510385,1.6861132,7.000213,,0,,,,,0,12.071082,3.5503116,0,0,1
MARIE CALLENDER'S Turkey w/Gravy and Dressing with Mashed Potatoes. Green Beans and Cranberries,2.7,1.5,21.96463663,18.265391,19.16499656,45%,22%,33%,5.671039022,18,,98.98468,45.057114,21.329145,32.593697,,1.0000149,,2.2401505,,,,,,,2.3697472,0.6299061,,,,,,,,,,,,,,,,0.72990394,,,,,,,,,,,,,,,0.76009446,,,,,,,,,,,,,,,,,,,,,,,,0.13997783,,,,,8.149074,,,,,,,,,,,,,,,,,,,,122.9922,,,,,,,,1.0998687,,,,,,,,,,,,,,,,,,,23.998045,0.19998784,,,,311.01724,,,,,,17.000992,,,,,0,76.601585,1.5399992,,,1
MORNINGSTAR FARMS Spicy Black Bean Burger. frozen. unprepared,2.7,3.2,36.93719237,38.37500338,33.04617504,32%,30%,38%,6.783541507,53,,171.00774,55.3238,51.284607,64.38161,,6.800699,,2.799857,,,,,,,5.6991587,0.7999781,,,,,,,,,,,,,,,,1.4999374,,,,,,,,,,,,,,,3.299506,,,,,,,,,,,,,,,,,,,,,,,,0.10000421,,,,,16.097414,,,,,,,,,,,,,,,,,,,,100.00745,,,,,,,,1.0000149,,,,,,,13.599046,0.29997736,1.7997969,0.1599787,48.99776,48.99776,,,0,,,,103.00716,2.2001946,51.005302,188.97467,380.0484,519.99713,1.0000149,0.19998784,0.70000964,,,1.0000149,,,,,0,56.491135,1.9998937,,,1
Mung beans. mature seeds. cooked. boiled. without salt,2.8,3.9,42.26532737,46.3182327,35.7212079,74%,3%,23%,6.275009888,53,83,105.011795,77.467705,3.1808257,24.363132,0,7.6003,,1.9998937,,,,,,,0.380008,0.11601325,0,0,0,0,0,,0,,83.00719,,23.998045,,,,,0.054003034,,,0,,,,54.006813,,,0,0,,,,0.12801674,,118.9893,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,118.9893,7.020484,75.98887,230.0298,296.95795,543.9167,489.99487,83.99968,62.006737,424.99957,209.97284,364.03616,492.0454,204.97449,309.02545,811.89813,1255.9034,280.99536,323.03284,346.02054,,23.998045,0,1.0000149,0,13.997976,0,0,0,1.0000149,,0.15001008,,,,2.7000108,0.16401017,0.061004594,0.5769344,0.06699285,158.98158,158.98158,0,158.98158,0,0.41001576,29.400146,,27.000887,1.4002237,48.000683,98.98468,265.97626,1.9998937,0.8400584,0.1559953,0.2979538,2.5004015,,0,,,,,0,72.67045,0.790006,0,0,1
Mung beans. mature seeds. cooked. boiled. with salt,2.8,3.4,39.19383755,40.52477741,33.16387899,74%,3%,23%,6.275009888,53,83,105.011795,77.467705,3.1808257,24.363132,,7.6003,,1.9998937,,,,,,,0.380008,0.11601325,,,,,,,,,83.00719,,23.998045,,,,,0.054003034,,,,,,,54.006813,,,,,,,,0.12801674,,118.9893,,,,,,,8.999572,,,,,,,,,,,,,,,,,,8.999572,118.9893,7.020484,75.98887,230.0298,296.95795,543.9167,489.99487,83.99968,62.006737,424.99957,209.97284,364.03616,492.0454,204.97449,309.02545,811.89813,1255.9034,280.99536,323.03284,346.02054,,23.998045,0,1.0000149,0,13.997976,0,0,0,1.0000149,,0.15001008,,,,2.7000108,0.16401017,0.061004594,0.5769344,0.06699285,158.98158,158.98158,0,158.98158,0,0.41001576,29.400146,,27.000887,1.4002237,48.000683,98.98468,265.97626,237.9974,0.8400584,0.1559953,0.2979538,2.5004015,,0,,,,,0,72.67045,0.790006,,,1
Mung beans. mature seeds. raw,2.6,4.2,41.8019646,50.91807609,39.50505667,73%,3%,24%,28.48236467,60,83,347.02237,254.60648,9.627689,82.794136,0,16.300365,,6.6005054,,,,,,,1.150138,0.34801805,0,0,0,0,0,,0,,249.98695,,71.00893,,,,,0.16101627,,,0,,,,160.98587,,,0,0,,,,0.38394478,,356.9722,,,,,,,27.000887,,,0,,,,,0,,,0,,0,0,,,,27.000887,356.9722,23.859678,259.9786,781.94977,1007.8406,1847.174,1664.0526,286.0041,209.97284,1442.8613,713.9988,1237.0842,1672.0902,694.9901,1050.1447,2756.3687,4263.7515,953.972,1094.9277,1175.8629,,114.01263,0,5.9997916,0,67.99529,0,0,0,4.800629,,0.5100298,,,,8.999572,0.62105143,0.23296884,2.2509756,0.38197133,625.08673,625.08673,0,625.08673,0,1.910059,97.90945,,131.99881,6.739795,188.97467,366.97147,1245.8579,14.998988,2.680128,0.94104826,1.0350199,8.198969,,0,23.001692,,,,0,9.048858,3.319712,0,0,1
Mung beans. mature seeds. sprouted. cooked. boiled. drained. without salt,4.5,4.6,64.62215171,55.70667432,17.82959622,72%,4%,24%,2.616683959,79,73,21.002775,15.295815,0.75327945,4.952602,0,0.7999781,,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,9.999676,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.29997736,0,0,1
Mung beans. mature seeds. sprouted. cooked. boiled. drained. with salt,4.5,4.2,60.84906306,50.6008833,17.188109,70%,4%,26%,2.494770536,80,73,18.999727,13.292373,0.75327945,4.952602,0,0.7999781,0,2.8397262,,,,,,,0.08999106,0.024996204,0,0,0,0,0,,0,,18.00149,,5.0005703,,,,,0.012001306,,,0,,,,12.00148,,,0,0,,,,0.032003943,,23.001692,,,,,,,8.999572,,,0,,,,,0,,,0,,0,0,,,,8.999572,23.001692,2.0296798,27.999046,57.998978,98.00385,130.02084,122.9922,24.997374,12.00148,85.992775,38.0033,97.00157,146.00793,51.997932,72.99801,355.0281,119.98728,45.993046,,23.998045,,13.000965,0,1.0000149,3.9998012,3.9998012,3.9998012,0,0,11.40017,,0.07000633,,,,22.70072,0.050003715,0.10200293,0.8168785,0.054003034,28.996819,28.996819,0,28.996819,0,0.24302472,9.900581,,12.00148,0.65008354,13.997976,27.999046,101.00833,246.0038,0.4699889,0.12198696,0.13997783,0.6000336,,0,,,,,0,93.39345,0.8901236,0,0,1
Mung beans. mature seeds. sprouted. cooked. stir-fried,3.5,5,54,60,30,75%,4%,21%,4.590217099,72,73,49.999485,37.747787,1.7574944,10.489986,,1.9002618,,,,,,,,,0.20997734,0.03899381,,,,,,,0,,27.000887,,8.999572,,,,,0.05599966,,,0,,,,56.00328,,,,,,,,0.06800502,,57.998978,,,,,,,11.000802,,,,,,,,,,,,,,,,,,11.000802,57.998978,4.299676,57.998978,122.008415,207.02588,275.0122,260.98273,52.992855,25.996523,183.00061,81.00518,203.98918,309.02545,108.99872,154.99777,751.89746,252.97595,98.00385,,51.997932,,31.00055,0,1.9998937,,,,,,15.999458,,,,,,,0.13997783,0.18000458,1.1999991,0.12997942,69.98983,69.98983,0,69.98983,0,0.5590239,,,13.000965,1.9002618,33.004616,79.000694,218.99742,8.999572,0.89990973,0.2549887,0.2919645,0.6000336,,0,,,,,0,84.29703,0.6000336,,,1
Mung beans. mature seeds. sprouted. raw,4.5,4.8,65.52555027,57.56720339,17.94522686,70%,5%,25%,3.119352916,78,67,30.00122,21.077124,1.5067028,7.4169703,0,1.7997969,0,4.130407,,,,,,,0.18000458,0.046007406,0,0,0,0,0,,0,,32.002308,,8.001201,,,,,0.022001525,,,0,,,,21.99718,,,0,0,,,,0.05799291,,41.996197,,,,,,,15.999458,,,0,,,,,0,,,0,,0,0,,,,15.999458,41.996197,3.0399234,37.003403,77.992065,131.99881,175.00906,165.97446,33.994606,17.000992,117.01818,51.997932,130.02084,196.97018,69.98983,98.98468,478.94574,160.98587,62.99049,,33.004616,,21.002775,0,1.0000149,5.9997916,5.9997916,5.9997916,0,0,13.198757,,0.10000421,,,,33.004616,0.08400073,0.124018446,0.74893063,0.08799642,60.999146,60.999146,0,60.999146,0,0.380008,14.399353,,13.000965,0.910096,21.002775,54.006813,148.99292,5.9997916,0.41001576,0.16401017,0.18802682,0.6000336,,0,14.998988,,,,0,90.411934,0.43997213,0,0,1
Mungo beans. mature seeds. cooked. boiled. without salt,2.8,4.2,43.80172898,50.09129229,36.96940639,71%,4%,25%,6.451609716,58,95,105.011795,74.25148,4.6027617,26.164085,0,6.4000325,,2.010204,,,,,,,0.54992384,0.038004167,0,0,0,0,0,,0,,38.0033,,0,,,,,0.0290007,,,0,,,,28.996819,,,0,0,,,,0.35894892,,23.998045,,,,,,,334.97418,,,0,,,,,0,,,0,,0,0,,,,334.97418,23.998045,7.5394993,77.992065,261.9907,384.9633,625.08673,500.0123,109.983536,69.98983,440.00296,233.97969,422.95663,490.94022,210.98703,321.99683,882.05396,1233.9092,315.0394,349.03476,397.01993,,31.00055,0,1.9998937,0,18.999727,0,0,0,1.0000149,,0.15001008,,,,2.7000108,0.15001008,0.07501043,1.4999374,0.05799291,93.995415,93.995415,0,93.995415,0,0.43294597,29.599154,,52.992855,1.7501662,62.99049,155.9968,230.99243,7.000213,0.83012104,0.13898504,0.412001,2.5004015,,0,,,,,0,72.50722,1.0599425,0,0,1
Mungo beans. mature seeds. cooked. boiled. with salt,2.8,3.7,41.28326315,44.297837,34.91202455,71%,4%,25%,6.451609716,58,95,105.011795,74.25148,4.6027617,26.164085,,6.4000325,,2.010204,,,,,,,0.54992384,0.038004167,,,,,,,,,38.0033,,,,,,,0.0290007,,,,,,,28.996819,,,,,,,,0.35894892,,23.998045,,,,,,,334.97418,,,,,,,,,,,,,,,,,,334.97418,23.998045,7.5394993,77.992065,261.9907,384.9633,625.08673,500.0123,109.983536,69.98983,440.00296,233.97969,422.95663,490.94022,210.98703,321.99683,882.05396,1233.9092,315.0394,349.03476,397.01993,,31.00055,0,1.9998937,0,18.999727,0,0,0,1.0000149,,0.15001008,,,,2.7000108,0.15001008,0.07501043,1.4999374,0.05799291,93.995415,93.995415,0,93.995415,0,0.43294597,29.599154,,52.992855,1.7501662,62.99049,155.9968,230.99243,243.0191,0.83012104,0.13898504,0.412001,2.5004015,,0,,,,,0,72.50722,1.0599425,,,1
Mungo beans. mature seeds. raw,2.7,4.4,43.39777073,52.49483385,38.74210591,70%,4%,26%,24.18288344,54,95,341.05463,239.83937,13.726333,87.46938,,18.298851,,,,,,,,,1.6401428,0.11400097,,,,,,,,,144.00497,,,,,,,0.08498941,,,,,,,85.004036,,,,,,,,1.0709047,,71.9966,,,,,,,999.1371,,,,,,,,,,,,,,,,,,999.1371,71.9966,25.207035,263.00256,874.99866,1286.9421,2089.0083,1674.2401,366.97147,233.97969,1472.832,782.95514,1416.2274,1641.7523,706.0161,1077.1357,2947.7788,4126.31,1052.8469,1166.0829,1326.8214,,23.001692,0,1.0000149,,,,,,0,,,,,,,0.27302924,0.25400382,1.4468964,0.28097674,215.99318,215.99318,0,215.99318,0,0.9060077,,,137.98203,7.5710545,267.0035,378.95123,982.9016,38.0033,3.349715,0.98090607,1.5271822,8.198969,,0,,,,,0,10.801188,3.3604958,,,1
NALLEY Chili Con Carne with Beans. canned entree,3,2.3,31.64397964,27.5560733,23.53755702,17%,26%,57%,0,24,,108.99872,18.70299,27.900282,62.386356,,5.0005703,,,,,,,,,3.1000986,1.0798948,,,,,,,,,,,,,,,,1.1801041,,,,,,,,,,,,,,,0.3279865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.598516,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.7802358,,,,476.9498,,,,,,9.999676,,,,,0,74.61013,2.1000168,,,1
